縣市,行政區,租賃年月日,建物型態,主要用途,租賃層次,總樓層數,建築完成年月,建物面積平方公尺,建物面積坪,房,廳,衛,有無隔間,有無傢俱,有無電梯,出租型態,月租金元,每坪月租金元,案件編號
臺北市,士林區,1140826,透天厝,住工用,全,2,0590204,9.9,2.99,5,0,4,有,有,無,分租雅房,10800,3606.0,RPVNMLMJRHKGFEA58CC
臺北市,士林區,1140821,公寓(5樓含以下無電梯),住家用,一層,4,0661214,103.54,31.32,3,2,2,有,有,無,整棟(戶)出租,35000,1117.0,RPWNMLMJRHKGFEA68CC
臺北市,北投區,1140815,透天厝,住家用,全,2,0640502,97.76,29.57,4,2,3,有,有,無,整棟(戶)出租,31200,1055.0,RPXNMLMJRHKGFEA78CC
臺北市,北投區,1140814,華廈(10層含以下有電梯),住家用,五層,8,0690821,38.89,11.76,1,1,1,有,有,有,獨立套房,15000,1275.0,RPOOMLMJRHKGFEA97CC
臺北市,士林區,1140812,華廈(10層含以下有電梯),住家用,五層,7,0750103,143.42,43.38,4,2,2,有,無,有,整棟(戶)出租,60000,1383.0,RPPOMLMJRHKGFEA08CC
臺北市,北投區,1140829,華廈(10層含以下有電梯),住家用,三層,6,0840708,38.19,11.55,1,1,1,有,有,有,獨立套房,14000,1212.0,RPQOMLMJRHKGFEA18CC
臺北市,士林區,1140815,公寓(5樓含以下無電梯),住家用,二層,2,0600407,25.78,7.8,8,3,5,有,無,無,分租套房,25000,3206.0,RPROMLMJRHKGFEA28CC
臺北市,士林區,1140824,公寓(5樓含以下無電梯),住商用,四層,4,0511108,20.81,6.3,8,0,8,有,無,無,分租套房,16000,2542.0,RPTOMLMJRHKGFEA48CC
臺北市,士林區,1140825,公寓(5樓含以下無電梯),住家用,見其他登記事項,5,0690225,138.63,41.94,5,3,3,有,無,無,整棟(戶)出租,38000,906.0,RPUOMLMJRHKGFEA58CC
臺北市,士林區,1140825,公寓(5樓含以下無電梯),住商用,二層,4,0511108,24.59,7.44,8,0,8,有,無,無,分租套房,15500,2084.0,RPPPMLMJRHKGFEA18CC
臺北市,士林區,1140812,公寓(5樓含以下無電梯),住家用,三層,3,0601119,17.6,5.32,5,1,4,有,無,無,分租套房,14500,2724.0,RPSPMLMJRHKGFEA48CC
臺北市,大安區,1140814,華廈(10層含以下有電梯),住家用,八層,9,0870625,52.35,15.84,1,1,1,有,無,有,整棟(戶)出租,30000,1894.0,RPUOMLMJRHKGFFA68CC
臺北市,大安區,1140822,住宅大樓(11層含以上有電梯),住家用,七層,13,0990513,133.42000000000002,40.36,2,2,1,有,有,有,整棟(戶)出租,37400,927.0,RPVOMLMJRHKGFFA78CC
臺北市,大安區,1140901,華廈(10層含以下有電梯),住家用,四層,7,0701126,16.6,5.02,4,2,2,有,有,有,分租套房,8700,1733.0,RPXOMLMJRHKGFFA98CC
臺北市,大安區,1140901,華廈(10層含以下有電梯),住家用,四層,7,0701126,12.5,3.78,4,2,2,有,有,有,分租雅房,9200,2433.0,RPOPMLMJRHKGFFA18CC
臺北市,文山區,1140828,住宅大樓(11層含以上有電梯),住家用,三層,13,0851227,36.1,10.92,1,1,1,有,有,有,獨立套房,16000,1465.0,RPPNMLNJRHKGFAA67CC
臺北市,文山區,1140829,公寓(5樓含以下無電梯),住家用,一層,4,,82.58,24.98,3,1,1,有,有,無,整棟(戶)出租,25000,1001.0,RPRNMLNJRHKGFAA87CC
臺北市,文山區,1140829,住宅大樓(11層含以上有電梯),住家用,七層,12,0970618,69.0,20.87,2,1,1,有,有,有,整棟(戶)出租,23000,1102.0,RPSNMLNJRHKGFAA97CC
臺北市,文山區,1140831,公寓(5樓含以下無電梯),住家用,二層,5,0781102,121.41,36.73,3,2,2,有,有,無,整棟(戶)出租,28000,762.0,RPTNMLNJRHKGFAA08CC
臺北市,中正區,1140828,公寓(5樓含以下無電梯),住家用,三層,4,0571017,19.23,5.82,6,0,6,有,有,無,分租套房,14500,2493.0,RPUNMLNJRHKGFAA18CC
臺北市,中正區,1140828,公寓(5樓含以下無電梯),住家用,三層,4,0571017,19.23,5.82,6,0,6,有,有,無,分租套房,14500,2493.0,RPXNMLNJRHKGFAA48CC
臺北市,中正區,1140901,華廈(10層含以下有電梯),住家用,八層,8,0760114,30.17,9.13,2,0,2,有,有,有,分租套房,16000,1753.0,RPPNMLNJRHKGFBA77CC
臺北市,大同區,1140813,住宅大樓(11層含以上有電梯),住家用,八層,12,0740211,12.0,3.63,5,2,3,有,有,有,分租套房,9300,2562.0,RPQNMLNJRHKGFBA87CC
臺北市,大同區,1140823,住宅大樓(11層含以上有電梯),住家用,八層,12,0740211,10.0,3.03,5,2,3,有,有,有,分租雅房,9300,3074.0,RPSNMLNJRHKGFBA08CC
臺北市,大同區,1140828,公寓(5樓含以下無電梯),住家用,三層,5,0640723,45.379999999999995,13.73,2,1,1,有,有,無,整棟(戶)出租,19900,1450.0,RPTNMLNJRHKGFBA18CC
臺北市,萬華區,1140816,華廈(10層含以下有電梯),（第二組）多戶住宅（Ｈ２）,五層,9,1120720,67.4,20.39,2,2,1,有,有,有,整棟(戶)出租,33000,1619.0,RPOOMLNJRHKGFBA77CC
臺北市,萬華區,1140831,住宅大樓(11層含以上有電梯),住家用,二十一層,26,1050331,56.19,17.0,1,1,1,有,有,有,獨立套房,31000,1824.0,RPPOMLNJRHKGFBA87CC
臺北市,萬華區,1140829,公寓(5樓含以下無電梯),住家用,二層,4,0590204,70.57,21.35,2,2,1,有,有,無,整棟(戶)出租,24000,1124.0,RPQOMLNJRHKGFBA97CC
臺北市,萬華區,1140902,公寓(5樓含以下無電梯),住家用,四層,4,0660118,95.6,28.92,2,2,1,有,有,無,整棟(戶)出租,21000,726.0,RPROMLNJRHKGFBA08CC
臺北市,大同區,1140822,公寓(5樓含以下無電梯),住家用,一層,4,0611017,16.25,4.92,3,0,3,有,有,無,分租套房,16900,3438.0,RPSOMLNJRHKGFBA18CC
臺北市,中山區,1140901,華廈(10層含以下有電梯),住家用,六層,7,0670502,24.650000000000002,7.46,15,0,15,有,有,有,分租套房,15500,2079.0,RPPNMLNJRHKGFCA87CC
臺北市,中山區,1140829,華廈(10層含以下有電梯),住家用,五層,7,0711108,23.36,7.07,1,1,1,有,有,有,獨立套房,13300,1882.0,RPQNMLNJRHKGFCA97CC
臺北市,中山區,1140828,住宅大樓(11層含以上有電梯),住商用,十層,12,0661102,22.84,6.91,1,1,1,有,有,有,獨立套房,16500,2388.0,RPSNMLNJRHKGFCA18CC
臺北市,中山區,1140822,住宅大樓(11層含以上有電梯),集合住宅,五層,15,0750609,84.7,25.62,2,1,1,有,有,有,整棟(戶)出租,40000,1561.0,RPWNMLNJRHKGFCA58CC
臺北市,中山區,1140829,住宅大樓(11層含以上有電梯),住家用,九層,12,0701228,49.54,14.99,1,1,1,有,無,有,獨立套房,15000,1001.0,RPPOMLNJRHKGFCA97CC
臺北市,內湖區,1140903,華廈(10層含以下有電梯),住家用,十層,10,0961221,177.07,53.56,4,2,2,有,無,有,整棟(戶)出租,57000,1064.0,RPQOMLNJRHKGFCA08CC
臺北市,中山區,1140901,華廈(10層含以下有電梯),住家用,六層,7,1050219,83.81,25.35,1,1,1,有,有,有,整棟(戶)出租,40000,1578.0,RPROMLNJRHKGFCA18CC
臺北市,中山區,1140901,公寓(5樓含以下無電梯),住家用,二層,5,0711231,59.36,17.96,2,1,1,有,有,無,整棟(戶)出租,25000,1392.0,RPSOMLNJRHKGFCA28CC
臺北市,中山區,1140901,公寓(5樓含以下無電梯),住家用,四層,5,0661114,104.59,31.64,2,2,1,有,有,無,整棟(戶)出租,28000,885.0,RPTOMLNJRHKGFCA38CC
臺北市,中山區,1140901,華廈(10層含以下有電梯),住家用,六層,7,0680301,17.0,5.14,1,0,1,有,有,有,獨立套房,13000,2528.0,RPVOMLNJRHKGFCA58CC
臺北市,中山區,1140829,住宅大樓(11層含以上有電梯),住家用,六層,12,0741123,123.17,37.26,3,2,2,有,無,有,整棟(戶)出租,36000,966.0,RPWOMLNJRHKGFCA68CC
臺北市,中山區,1140827,住宅大樓(11層含以上有電梯),住家用,十層,12,0700515,22.35,6.76,1,1,1,有,有,有,獨立套房,15000,2219.0,RPPPMLNJRHKGFCA08CC
臺北市,中山區,1140828,華廈(10層含以下有電梯),住家用,五層,6,0831205,39.62,11.99,1,0,1,有,有,有,獨立套房,16000,1335.0,RPRPMLNJRHKGFCA28CC
臺北市,中山區,1140828,華廈(10層含以下有電梯),住家用,五層,7,0680301,23.8,7.2,1,0,1,有,有,有,獨立套房,13000,1806.0,RPSPMLNJRHKGFCA38CC
臺北市,內湖區,1140823,住宅大樓(11層含以上有電梯),住家用,十九層,21,0860124,40.44,12.23,1,1,1,有,無,有,獨立套房,24000,1962.0,RPTPMLNJRHKGFCA48CC
臺北市,中山區,1140901,華廈(10層含以下有電梯),住家用,七層,7,0701125,141.75,42.88,3,2,1,有,無,有,,48000,1119.0,RPUPMLNJRHKGFCA58CC
臺北市,內湖區,1140829,華廈(10層含以下有電梯),住家用,六層,7,0730207,104.27,31.54,3,2,1,有,無,有,整棟(戶)出租,23000,729.0,RPVPMLNJRHKGFCA68CC
臺北市,中山區,1140901,住宅大樓(11層含以上有電梯),住家用,十層,13,0730927,37.86,11.45,1,0,1,有,無,有,獨立套房,13000,1135.0,RPWPMLNJRHKGFCA78CC
臺北市,信義區,1140828,公寓(5樓含以下無電梯),住家用,二層,5,0751115,9.98,3.02,7,1,7,有,有,無,分租套房,9800,3246.0,RPWNMLNJRHKGFDA68CC
臺北市,松山區,1140902,公寓(5樓含以下無電梯),住家用,五層,5,0680227,78.26,23.67,1,2,2,有,無,無,整棟(戶)出租,16000,676.0,RPPOMLNJRHKGFDA08CC
臺北市,信義區,1140818,華廈(10層含以下有電梯),住家用,四層,6,0880906,59.8,18.09,2,1,1,有,有,有,整棟(戶)出租,19900,1100.0,RPTOMLNJRHKGFDA48CC
臺北市,信義區,1140817,公寓(5樓含以下無電梯),住家用,三層,4,0621015,21.44,6.49,4,1,2,有,無,無,分租雅房,12000,1850.0,RPUOMLNJRHKGFDA58CC
臺北市,信義區,1140823,住宅大樓(11層含以上有電梯),住家用,八層,12,0701231,148.44,44.9,3,2,2,有,無,有,整棟(戶)出租,84000,1871.0,RPPPMLNJRHKGFDA18CC
臺北市,士林區,1140901,公寓(5樓含以下無電梯),住家用,二層,5,0700820,25.919999999999998,7.84,3,1,2,有,有,無,分租套房,13000,1658.0,RPPNMLNJRHKGFEA08CC
臺北市,士林區,1140829,公寓(5樓含以下無電梯),住家用,二層,4,0700128,131.6,39.81,4,2,2,有,無,無,整棟(戶)出租,30000,754.0,RPQNMLNJRHKGFEA18CC
臺北市,士林區,1140821,華廈(10層含以下有電梯),住家用,二層,5,0860721,12.3,3.72,4,2,2,有,有,有,分租雅房,13000,3494.0,RPRNMLNJRHKGFEA28CC
臺北市,士林區,1140902,華廈(10層含以下有電梯),住家用,二層,5,0860721,19.0,5.75,4,2,2,有,有,有,分租套房,7400,1288.0,RPSNMLNJRHKGFEA38CC
臺北市,士林區,1140826,華廈(10層含以下有電梯),住家用,二層,5,0860721,14.6,4.42,4,2,2,有,有,有,分租雅房,8400,1902.0,RPTNMLNJRHKGFEA48CC
臺北市,士林區,1140901,華廈(10層含以下有電梯),住家用,二層,5,0860721,15.9,4.81,4,2,2,有,有,有,分租雅房,8400,1746.0,RPUNMLNJRHKGFEA58CC
臺北市,北投區,1140828,華廈(10層含以下有電梯),住家用,三層,10,0971028,100.05,30.27,3,1,2,有,有,有,整棟(戶)出租,30000,991.0,RPXNMLNJRHKGFEA88CC
臺北市,北投區,1140901,公寓(5樓含以下無電梯),住家用,一層,3,0610325,56.97,17.23,2,1,1,有,無,無,整棟(戶)出租,26000,1509.0,RPROMLNJRHKGFEA38CC
臺北市,北投區,1140901,住宅大樓(11層含以上有電梯),住家用,七層,13,0860122,29.259999999999998,8.85,1,0,1,有,有,有,獨立套房,16000,1808.0,RPSOMLNJRHKGFEA48CC
臺北市,士林區,1140828,公寓(5樓含以下無電梯),住家用,二層,4,0600301,102.98,31.15,3,2,2,有,有,無,整棟(戶)出租,35000,1124.0,RPTOMLNJRHKGFEA58CC
臺北市,士林區,1140821,住宅大樓(11層含以上有電梯),住家用,十層,12,0961025,250.15,75.67,3,2,3,有,無,有,整棟(戶)出租,79101,1045.0,RPUOMLNJRHKGFEA68CC
臺北市,北投區,1140828,公寓(5樓含以下無電梯),住家用,二層,5,0780214,52.37,15.84,1,0,1,有,有,無,獨立套房,14000,884.0,RPVOMLNJRHKGFEA78CC
臺北市,北投區,1140828,公寓(5樓含以下無電梯),住家用,二層,3,0610325,58.53,17.71,2,1,1,有,無,無,整棟(戶)出租,21000,1186.0,RPWOMLNJRHKGFEA88CC
臺北市,北投區,1140828,公寓(5樓含以下無電梯),住家用,二層,5,0600505,63.2,19.12,3,1,1,有,有,無,整棟(戶)出租,28000,1465.0,RPXOMLNJRHKGFEA98CC
臺北市,北投區,1140823,住宅大樓(11層含以上有電梯),多戶住宅,七層,15,1110106,148.92,45.05,2,2,2,有,無,有,整棟(戶)出租,80775,1793.0,RPPPMLNJRHKGFEA28CC
臺北市,北投區,1140830,公寓(5樓含以下無電梯),住家用,二層,4,0650902,63.72,19.28,1,1,1,有,有,無,獨立套房,19900,1032.0,RPQPMLNJRHKGFEA38CC
臺北市,士林區,1140901,華廈(10層含以下有電梯),住家用,四層,4,1060405,22.2,6.72,1,0,1,有,有,有,獨立套房,13000,1936.0,RPRPMLNJRHKGFEA48CC
臺北市,大安區,1140825,住宅大樓(11層含以上有電梯),住家用,四層,14,0680115,16.1,4.87,4,2,2,有,有,有,分租雅房,9300,1910.0,RPPNMLNJRHKGFFA18CC
臺北市,大安區,1140902,住宅大樓(11層含以上有電梯),住家用,四層,14,0680115,21.9,6.62,4,2,2,有,有,有,分租套房,8400,1268.0,RPQNMLNJRHKGFFA28CC
臺北市,大安區,1140825,住宅大樓(11層含以上有電梯),住家用,四層,14,0680115,11.5,3.48,4,2,2,有,有,有,分租雅房,10000,2875.0,RPRNMLNJRHKGFFA38CC
臺北市,大安區,1140829,住宅大樓(11層含以上有電梯),住家用,四層,14,0680115,11.5,3.48,4,2,2,有,有,有,分租雅房,10000,2875.0,RPSNMLNJRHKGFFA48CC
臺北市,大安區,1140819,公寓(5樓含以下無電梯),住家用,二層,5,0670505,107.28,32.45,3,2,2,有,無,無,整棟(戶)出租,33000,1017.0,RPUNMLNJRHKGFFA68CC
臺北市,大安區,1140826,公寓(5樓含以下無電梯),住家用,二層,4,0570903,86.92,26.29,3,2,1,有,無,無,整棟(戶)出租,41000,1559.0,RPVNMLNJRHKGFFA78CC
臺北市,大安區,1140825,華廈(10層含以下有電梯),住家用,一層,7,0721129,24.6,7.44,3,2,2,有,有,有,分租套房,10200,1371.0,RPSOMLNJRHKGFFA58CC
臺北市,大安區,1140902,公寓(5樓含以下無電梯),住家用,四層,4,0650322,58.64,17.74,2,2,2,有,無,無,整棟(戶)出租,35000,1973.0,RPUOMLNJRHKGFFA78CC
臺北市,大安區,1140820,住宅大樓(11層含以上有電梯),住家用,一層,17,0740522,18.18,5.5,4,0,4,有,有,有,分租套房,13000,2364.0,RPXOMLNJRHKGFFA09CC
臺北市,大安區,1140825,公寓(5樓含以下無電梯),住家用,五層,6,0640502,105.34,31.87,4,2,2,有,無,無,整棟(戶)出租,43000,1349.0,RPOPMLNJRHKGFFA28CC
臺北市,文山區,1140830,住宅大樓(11層含以上有電梯),住家用,九層,13,1000704,98.53999999999999,29.81,2,2,1,有,有,有,整棟(戶)出租,33922,1138.0,RPPNMLOJRHKGFAA77CC
臺北市,文山區,1140903,公寓(5樓含以下無電梯),住家用,四層,5,0681224,82.84,25.06,4,1,1,有,有,無,整棟(戶)出租,17000,678.0,RPQNMLOJRHKGFAA87CC
臺北市,文山區,1140828,公寓(5樓含以下無電梯),住家用,三層,3,,79.75,24.12,3,2,1,有,有,無,整棟(戶)出租,19000,788.0,RPRNMLOJRHKGFAA97CC
臺北市,文山區,1140901,華廈(10層含以下有電梯),住家用,三層,6,0840724,136.13,41.18,2,2,1,有,無,有,整棟(戶)出租,25000,607.0,RPTNMLOJRHKGFAA18CC
臺北市,文山區,1140829,透天厝,住家用,全,2,0670621,8.51,2.57,3,0,3,有,有,無,分租套房,7000,2719.0,RPUNMLOJRHKGFAA28CC
臺北市,文山區,1140829,透天厝,住家用,全,2,0670621,14.57,4.41,3,0,3,有,有,無,分租套房,8000,1815.0,RPVNMLOJRHKGFAA38CC
臺北市,文山區,1140829,透天厝,住家用,全,2,0670621,14.57,4.41,3,0,3,有,有,無,分租套房,6500,1475.0,RPWNMLOJRHKGFAA48CC
臺北市,文山區,1140829,透天厝,住家用,全,2,0670621,8.5,2.57,3,0,3,有,有,無,分租套房,7500,2917.0,RPXNMLOJRHKGFAA58CC
臺北市,中正區,1140825,公寓(5樓含以下無電梯),住家用,三層,4,0620406,19.5,5.9,4,1,1,有,無,無,分租雅房,5000,848.0,RPOOMLOJRHKGFAA77CC
臺北市,中正區,1140829,公寓(5樓含以下無電梯),住家用,一層,5,0740829,154.43,46.72,3,2,2,有,有,無,整棟(戶)出租,35000,749.0,RPPOMLOJRHKGFAA87CC
臺北市,中正區,1140820,透天厝,住商用,全,5,0620727,15.87,4.8,16,4,12,有,有,無,分租套房,17000,3541.0,RPQOMLOJRHKGFAA97CC
臺北市,萬華區,1140901,公寓(5樓含以下無電梯),住家用,四層,5,0640403,45.88,13.88,3,1,1,有,無,無,整棟(戶)出租,13500,973.0,RPPNMLOJRHKGFBA87CC
臺北市,萬華區,1140828,公寓(5樓含以下無電梯),住家用,五層,5,0680811,91.8,27.77,3,2,2,有,有,無,整棟(戶)出租,21000,756.0,RPWNMLOJRHKGFBA58CC
臺北市,萬華區,1140828,華廈(10層含以下有電梯),住家用,四層,8,0700706,29.54,8.94,1,0,1,有,無,有,獨立套房,9500,1063.0,RPROMLOJRHKGFBA18CC
臺北市,萬華區,1140828,公寓(5樓含以下無電梯),住家用,三層,5,0660128,90.23,27.29,3,2,1,有,有,無,整棟(戶)出租,19900,729.0,RPSOMLOJRHKGFBA28CC
臺北市,萬華區,1140814,住宅大樓(11層含以上有電梯),住家用,十一層,11,0800201,11.0,3.33,4,2,2,有,有,有,分租套房,11500,3456.0,RPOPMLOJRHKGFBA97CC
臺北市,中山區,1140825,住宅大樓(11層含以上有電梯),住家用,十四層,14,0980622,100.55,30.42,2,1,1,有,有,有,整棟(戶)出租,75000,2466.0,RPTNMLOJRHKGFCA38CC
臺北市,中山區,1140828,住宅大樓(11層含以上有電梯),住家用,八層,12,0740520,29.71,8.99,1,1,1,有,有,有,獨立套房,16500,1836.0,RPTOMLOJRHKGFCA48CC
臺北市,中山區,1140811,住宅大樓(11層含以上有電梯),住家用,十二層,14,0980622,55.379999999999995,16.75,1,0,1,有,有,有,整棟(戶)出租,57000,3402.0,RPUOMLOJRHKGFCA58CC
臺北市,內湖區,1140816,公寓(5樓含以下無電梯),住家用,四層,5,0701229,74.53,22.55,3,2,1,有,無,無,整棟(戶)出租,28600,1269.0,RPWOMLOJRHKGFCA78CC
臺北市,中山區,1140901,店面(店鋪),住家用,一層,4,0560505,109.65,33.17,0,0,0,無,無,無,,73956,2230.0,RPXOMLOJRHKGFCA88CC
臺北市,中山區,1140901,公寓(5樓含以下無電梯),住家用,三層,4,0630516,88.83,26.87,2,2,1,有,有,無,整棟(戶)出租,28000,1042.0,RPOPMLOJRHKGFCA08CC
臺北市,中山區,1140902,華廈(10層含以下有電梯),住家用,二層,6,0611110,8.9,2.69,4,2,3,有,有,有,分租雅房,9000,3343.0,RPQPMLOJRHKGFCA28CC
臺北市,中山區,1140901,華廈(10層含以下有電梯),住家用,二層,6,0611110,13.0,3.93,4,2,3,有,有,有,分租雅房,15700,3992.0,RPRPMLOJRHKGFCA38CC
臺北市,中山區,1140830,華廈(10層含以下有電梯),住家用,二層,6,0611110,16.5,4.99,4,2,3,有,有,有,分租套房,9300,1863.0,RPSPMLOJRHKGFCA48CC
臺北市,中山區,1140904,華廈(10層含以下有電梯),住家用,二層,6,0611110,16.0,4.84,4,2,3,有,有,有,分租套房,9300,1921.0,RPTPMLOJRHKGFCA58CC
臺北市,中山區,1140901,華廈(10層含以下有電梯),住家用,六層,7,0710506,14.0,4.24,4,2,2,有,有,有,分租套房,7200,1700.0,RPUPMLOJRHKGFCA68CC
臺北市,內湖區,1140821,公寓(5樓含以下無電梯),住家用,五層,5,0720722,15.0,4.54,4,1,2,有,有,無,分租套房,17300,3813.0,RPVPMLOJRHKGFCA78CC
臺北市,南港區,1140830,華廈(10層含以下有電梯),住家用,七層,9,0951214,245.15,74.16,4,2,2,有,無,有,整棟(戶)出租,75000,1011.0,RPRNMLOJRHKGFDA28CC
臺北市,信義區,1140901,透天厝,住家用,全,2,0680618,39.13,11.84,2,1,1,有,無,無,分租套房,27800,2349.0,RPUNMLOJRHKGFDA58CC
臺北市,南港區,1140821,公寓(5樓含以下無電梯),住家用,五層,5,0721224,106.06,32.08,3,2,2,有,無,無,整棟(戶)出租,35000,1091.0,RPVNMLOJRHKGFDA68CC
臺北市,松山區,1140901,華廈(10層含以下有電梯),住家用,九層,10,0780818,26.38,7.98,5,1,2,有,無,有,分租套房,21800,2732.0,RPWNMLOJRHKGFDA78CC
臺北市,松山區,1140901,華廈(10層含以下有電梯),住家用,九層,10,0780818,26.38,7.98,5,1,2,有,無,有,分租雅房,14800,1855.0,RPXNMLOJRHKGFDA88CC
臺北市,信義區,1140902,華廈(10層含以下有電梯),住家用,五層,5,0850529,40.68,12.31,1,1,1,有,有,有,獨立套房,19900,1617.0,RPQOMLOJRHKGFDA28CC
臺北市,南港區,1140828,公寓(5樓含以下無電梯),住家用,三層,4,0650729,94.93,28.72,3,2,2,有,有,無,整棟(戶)出租,19900,693.0,RPROMLOJRHKGFDA38CC
臺北市,信義區,1140811,公寓(5樓含以下無電梯),住家用,五層,5,0701230,138.13,41.78,4,1,2,有,有,無,整棟(戶)出租,34900,835.0,RPUOMLOJRHKGFDA68CC
臺北市,南港區,1140815,華廈(10層含以下有電梯),集合住宅,七層,7,0730730,8.0,2.42,6,2,2,有,有,有,分租雅房,8000,3306.0,RPVOMLOJRHKGFDA78CC
臺北市,士林區,1140828,公寓(5樓含以下無電梯),住家用,二層,4,0621102,84.79,25.65,3,2,1,有,有,無,整棟(戶)出租,21000,819.0,RPRNMLOJRHKGFEA38CC
臺北市,北投區,1140828,公寓(5樓含以下無電梯),住家用,四層,4,0650601,102.74,31.08,3,1,1,有,有,無,整棟(戶)出租,17000,547.0,RPSNMLOJRHKGFEA48CC
臺北市,北投區,1140828,公寓(5樓含以下無電梯),住家用,一層,4,0650601,102.74,31.08,3,1,1,有,有,無,整棟(戶)出租,20000,644.0,RPTNMLOJRHKGFEA58CC
臺北市,士林區,1140903,公寓(5樓含以下無電梯),住家用,三層,3,0600601,49.94,15.11,1,1,1,有,無,無,獨立套房,15000,993.0,RPUNMLOJRHKGFEA68CC
臺北市,北投區,1140827,店面(店鋪),住家用,一層,5,0680627,74.52,22.54,0,1,1,有,無,無,,40000,1774.0,RPWNMLOJRHKGFEA88CC
臺北市,士林區,1140818,住宅大樓(11層含以上有電梯),住家用,八層,14,0941027,283.02,85.61,4,2,3,有,無,有,整棟(戶)出租,125000,1460.0,RPXNMLOJRHKGFEA98CC
臺北市,大安區,1140829,住宅大樓(11層含以上有電梯),住家用,十三層,14,0960322,38.94,11.78,1,0,1,有,有,有,獨立套房,28500,2419.0,RPQNMLOJRHKGFFA38CC
臺北市,大安區,1140901,華廈(10層含以下有電梯),住家用,二層,6,0960215,30.3,9.17,1,0,1,有,無,有,獨立套房,16000,1746.0,RPSNMLOJRHKGFFA58CC
臺北市,大安區,1140815,華廈(10層含以下有電梯),住家用,五層,7,0650209,14.9,4.51,4,2,2,有,有,有,分租雅房,9000,1997.0,RPUNMLOJRHKGFFA78CC
臺北市,大安區,1140827,華廈(10層含以下有電梯),住家用,五層,7,0650209,9.2,2.78,4,2,2,有,有,有,分租雅房,10000,3593.0,RPWNMLOJRHKGFFA98CC
臺北市,大安區,1140830,華廈(10層含以下有電梯),住家用,五層,7,0650209,15.75,4.76,4,2,2,有,有,有,分租套房,8000,1679.0,RPXNMLOJRHKGFFA09CC
臺北市,大安區,1140814,公寓(5樓含以下無電梯),住家用,見其他登記事項,4,0600624,112.85,34.14,2,2,2,有,無,無,整棟(戶)出租,60000,1758.0,RPOOMLOJRHKGFFA28CC
臺北市,大安區,1140828,公寓(5樓含以下無電梯),住家用,四層,4,0580307,166.35,50.32,4,2,2,有,無,無,整棟(戶)出租,52338,1040.0,RPPOMLOJRHKGFFA38CC
臺北市,大安區,1140901,華廈(10層含以下有電梯),住家用,五層,7,0691020,15.2,4.6,4,2,2,有,有,有,分租套房,8200,1783.0,RPQOMLOJRHKGFFA48CC
臺北市,大安區,1140827,華廈(10層含以下有電梯),住家用,五層,7,0691020,15.2,4.6,4,2,2,有,有,有,分租套房,8200,1783.0,RPUOMLOJRHKGFFA88CC
臺北市,大安區,1140901,華廈(10層含以下有電梯),住家用,五層,7,0691020,12.3,3.72,4,2,2,有,有,有,分租雅房,9300,2499.0,RPVOMLOJRHKGFFA98CC
臺北市,中正區,1140901,華廈(10層含以下有電梯),集合住宅,七層,7,0691029,35.09,10.61,2,1,1,有,無,有,整棟(戶)出租,12000,1131.0,RPPNMLPJRHKGFAA87CC
臺北市,文山區,1140904,公寓(5樓含以下無電梯),住家用,五層,5,0711020,93.07,28.15,3,1,2,有,有,無,整棟(戶)出租,18000,639.0,RPSNMLPJRHKGFAA18CC
臺北市,中正區,1140904,公寓(5樓含以下無電梯),住家用,二層,5,0710816,106.61,32.25,3,1,1,有,有,無,整棟(戶)出租,35000,1085.0,RPTNMLPJRHKGFAA28CC
臺北市,中正區,1140828,華廈(10層含以下有電梯),住家用,二層,7,0761111,116.88,35.36,3,2,2,有,無,有,整棟(戶)出租,40000,1131.0,RPUNMLPJRHKGFAA38CC
臺北市,中正區,1140905,華廈(10層含以下有電梯),住家用,三層,6,0611227,70.85,21.43,2,1,1,有,無,有,整棟(戶)出租,23000,1073.0,RPVNMLPJRHKGFAA48CC
臺北市,中正區,1140829,公寓(5樓含以下無電梯),住家用,四層,6,0610627,30.11,9.11,2,1,1,有,無,無,整棟(戶)出租,12000,1317.0,RPWNMLPJRHKGFAA58CC
臺北市,中正區,1140818,住宅大樓(11層含以上有電梯),住家用,九層,11,1030123,52.68,15.94,1,1,1,有,無,有,獨立套房,35000,2196.0,RPOOMLPJRHKGFAA87CC
臺北市,中正區,1140829,店面(店鋪),集合住宅、防空避難室,見其他登記事項,4,0640612,137.78,41.68,0,0,0,無,無,無,,56889,1365.0,RPPOMLPJRHKGFAA97CC
臺北市,中正區,1140826,公寓(5樓含以下無電梯),住家用,四層,5,0730225,79.04,23.91,3,2,1,有,有,無,整棟(戶)出租,35000,1464.0,RPQOMLPJRHKGFAA08CC
臺北市,文山區,1140905,華廈(10層含以下有電梯),住家用,二層,10,0890626,28.950000000000003,8.76,1,0,1,有,有,有,獨立套房,12000,1370.0,RPROMLPJRHKGFAA18CC
臺北市,萬華區,1140901,公寓(5樓含以下無電梯),住家用,二層,4,0630704,74.91,22.66,2,1,1,有,有,無,整棟(戶)出租,15500,684.0,RPQNMLPJRHKGFBA08CC
臺北市,萬華區,1140902,公寓(5樓含以下無電梯),住家用,四層,4,0600720,85.07,25.73,2,1,1,有,有,無,整棟(戶)出租,18000,699.0,RPRNMLPJRHKGFBA18CC
